"estado","estadoSigla","municipio","cnes","dataNotificacaoOcupacao","ocupHospCli","ocupHospUti","ocupSRAGCli","ocupSRAGUti","altas","obitos","ocupacaoInformada","algumaOcupacaoInformada","nomeCnes","ofertaRespiradores","ofertaHospCli","ofertaHospUti","ofertaSRAGCli","ofertaSRAGUti"
"Goiás","go","Marzagão","706304794473576","2020-08-31T03:00:16.796Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Tocantins","TO","Alvorada","3385205","2020-08-31T03:00:57.667Z",2.0,0.0,2.0,0,1.0,0,True,True,"HOSPITAL DE PEQUENO PORTE DE ALVORADA",1.0,23.0,0.0,4.0,0.0
"Pernambuco","PE","Recife","0101842","2020-08-31T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA DO RECIFE HPR II COELHOS",100.0,320.0,0.0,250.0,100.0
"Tocantins","TO","Xambioá","2647095","2020-09-01T03:00:50.449Z",2.0,0.0,4.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE XAMBIOA",0.0,28.0,0.0,6.0,0.0
"Paraíba","PB","Campina Grande","2676060","2020-09-01T03:00:57.790Z",78.0,14.0,0.0,0,0.0,0,True,True,"HOSPITAL UNIVERSITARIO ALCIDES CARNEIROUFCG",28.0,146.0,15.0,6.0,12.0
"Goiás","GO","Goiânia","2519054","2020-09-01T16:06:59.000Z",0.0,6.0,0.0,0,0.0,0,True,True,"IGOPE",3.0,32.0,4.0,0.0,0.0
"Amazonas","AM","Iranduba","2012839","2020-09-02T03:00:43.071Z",14.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE HOSPITALAR DE IRANDUBA",0.0,32.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Porciúncula","2272210","2020-09-02T03:00:00.000Z",7.0,1.0,4.0,1,0.0,0,True,True,"UNIDADE DE ATENDIMENTO DR ANTONIO MONTEIRO",2.0,1.0,0.0,11.0,0.0
"São Paulo","SP","Guarulhos","0102172","2020-09-04T09:53:22.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 CENTRO DE COMBATE AO CORONA",0.0,60.0,0.0,70.0,0.0
"Espírito Santo","ES","Vila Velha","3537943","2020-09-05T03:00:02.771Z",30.0,20.0,23.0,16,3.0,0,True,True,"HSM LTDA",0.0,118.0,0.0,35.0,20.0
"Espírito Santo","ES","Vitória","3450198","2020-09-06T03:00:39.970Z",3.0,1.0,3.0,1,0.0,0,True,True,"VITORIA APART HOSPITAL S A",40.0,176.0,1.0,48.0,20.0
"Pernambuco","PE","Ribeirão","0164542","2020-09-02T03:00:00.000Z",0.0,0.0,1.0,0,1.0,0,True,True,"HOSPITAL MUNICIPAL DO RIBEIRAO",0.0,38.0,0.0,0.0,0.0
"Minas Gerais","MG","Matutina","2101025","2020-09-08T03:00:50.483Z",1.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE MISTA DE SAUDE NIVEA ANGELA RODRIGUES",0.0,10.0,0.0,0.0,0.0
"São Paulo","SP","São Paulo","0113123","2020-09-09T08:21:47.000Z",0.0,0.0,6.0,0,6.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 SMS SP ANHEMBI P 35",0.0,294.0,0.0,294.0,0.0
"Amazonas","AM","Manaus","2018071","2020-09-10T04:00:00.000Z",27.0,8.0,0.0,0,0.0,0,True,True,"HOSPITAL E P S DA CRIANCA DA ZONA OESTE",16.0,55.0,10.0,0.0,0.0
"Pernambuco","pe","Tabira","700807421204382","2020-09-11T03:00:34.640Z",1.0,1.0,1.0,1,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Campinas","0034053","2020-09-11T08:53:35.000Z",0.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL ESTADUAL DE CAMPANHA COVID 19 CAMPINAS",2.0,5.0,0.0,15.0,30.0
"Paraná","PR","Marechal Cândido Rondon","7117485","2020-08-21T03:00:00.000Z",6.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DR CRUZATTI",1.0,23.0,0.0,0.0,0.0
"Ceará","ce","Juazeiro do Norte","133094","2020-08-13T09:53:20.703Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","CE","Quixelô","2328429","2020-05-01T16:18:09.363Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSP MUNIC DE QUIXELO",1.0,25.0,0.0,6.0,0.0
"Ceará","CE","Maracanaú","2372207","2020-05-13T13:31:22.347Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ANA LIMA",2.0,74.0,0.0,0.0,0.0
"Ceará","CE","Fortaleza","2516640","2020-05-07T17:23:53.803Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA PARANGABA",11.0,62.0,0.0,0.0,0.0
"Ceará","CE","Fortaleza","2529068","2020-04-30T12:49:39.570Z",1.0,0.0,8.0,0,0.0,0,True,True,"HOSPITAL DISTRITAL GONZAGA MOTA JOSE WALTER",5.0,47.0,0.0,0.0,0.0
"Ceará","CE","Jijoca de Jericoacoara","2554623","2020-04-29T14:17:57.273Z",0.0,0.0,0.0,0,-1.0,0,True,True,"HOSPITAL MUNICIPAL DE JIJOCA DE JERICOACOARA",0.0,27.0,0.0,0.0,0.0
"Ceará","CE","Tejuçuoca","2562146","2020-06-29T16:12:41.683Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE PEQUENO PORTE ROQUE SILVA MOTA",2.0,16.0,0.0,6.0,0.0
"Ceará","CE","Juazeiro do Norte","2562499","2020-05-04T10:02:37.363Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MATERNIDADE SAO LUCAS",9.0,106.0,0.0,46.0,0.0
"Ceará","ce","Juazeiro do Norte","3028429","2020-05-05T16:44:39.037Z",0.0,0.0,0.0,0,0.0,1,True,True,"","","","","",""
"Ceará","CE","Fortaleza","3053687","2020-04-30T12:00:08.463Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE GASTROCLINICA",0.0,69.0,10.0,0.0,0.0
"Ceará","CE","Granjeiro","3384993","2020-05-06T13:35:45.430Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE GRANJEIRO",0.0,25.0,0.0,0.0,0.0
"Ceará","CE","Fortaleza","3969800","2020-06-15T12:12:46.270Z",0.0,0.0,0.0,0,1.0,0,True,True,"INSTITUTO PRAXIS",12.0,88.0,10.0,0.0,0.0
"Ceará","CE","Fortaleza","7371985","2020-05-12T15:57:46.373Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ALDEOTA",0.0,15.0,0.0,0.0,0.0
"Ceará","CE","São Benedito","7389272","2020-06-09T16:03:21.647Z",0.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE DE PRONTO ATENDIMENTO DE SAO BENEDITO",1.0,7.0,0.0,0.0,0.0
"Ceará","ce","Fortaleza","7434308","2020-05-12T13:01:20.617Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Paraná","PR","Mallet","2554011","2020-09-14T03:00:05.418Z",8.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL DE CARIDADE SAO PEDRO",1.0,39.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Santo Antônio de Pádua","3040119","2020-09-15T03:00:33.559Z",35.0,0.0,13.0,0,1.0,1,True,True,"HOSPITAL HELIO MONTEZANO DE OLIVEIRA",2.0,101.0,0.0,49.0,0.0
"Pernambuco","PE","Arcoverde","9012842","2020-09-16T03:00:45.607Z",6.0,0.0,6.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,31.0,0.0,31.0,0.0
"Santa Catarina","SC","Bom Retiro","2665085","2020-09-16T03:00:36.400Z",5.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DAS GRACAS",1.0,50.0,0.0,17.0,0.0
"Minas Gerais","MG","Nova Resende","2172836","2020-09-15T03:00:00.000Z",4.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SANTA RITA",0.0,18.0,0.0,0.0,0.0
"Santa Catarina","SC","Santa Cecília","2302748","2020-09-16T03:00:59.344Z",0.0,0.0,2.0,0,1.0,0,True,True,"HOSPITAL E MATERNIDADE SANTA CECILIA",3.0,99.0,0.0,28.0,0.0
"Goiás","go","Goiânia","700002776518603","2020-09-17T03:00:06.488Z",101.0,22.0,4.0,1,0.0,0,True,True,"","","","","",""
"Paraná","pr","Campo Largo","980016278163069","2020-09-16T03:00:00.000Z",215.0,166.0,75.0,115,5.181,324,True,True,"","","","","",""
"Pernambuco","PE","Ibirajuba","2346850","2020-09-17T03:00:21.823Z",0.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE MISTA PROFESSOR JORGE DE OLIVEIRA LOBO",1.0,20.0,0.0,4.0,0.0
"Paraíba","PB","Pombal","2592568","2020-09-16T03:00:00.000Z",8.0,5.0,4.0,1,0.0,0,True,True,"HOSPITAL DISTRITAL SENADOR RUY CARNEIRO",6.0,82.0,6.0,12.0,5.0
"Ceará","CE","Madalena","2478994","2020-06-30T10:55:03.990Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSP MATERN MAE TOTONHA",0.0,24.0,0.0,5.0,0.0
"Espírito Santo","ES","Vila Velha","3405702","2020-09-19T03:00:53.933Z",3.0,0.0,3.0,0,4.0,0,True,True,"HOSPITAL SAO LUIZ",0.0,40.0,0.0,15.0,0.0
"Piauí","PI","Teresina","2727056","2020-09-18T03:00:00.000Z",26.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE INTEGRADA DE SAUDE PARQUE PIAUI",0.0,45.0,0.0,0.0,0.0
"Alagoas","AL","Maceió","2006359","2020-09-07T03:00:00.000Z",45.0,4.0,0.0,0,0.0,0,True,True,"HOSPITAL SANATORIO",6.0,168.0,6.0,22.0,10.0
"Pernambuco","PE","Abreu e Lima","5390044","2020-09-21T03:00:00.000Z",11.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE DE ABREU E LIMA",1.0,65.0,0.0,0.0,0.0
"Paraná","PR","Planalto","2584832","2020-09-22T03:00:50.451Z",2.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DE LOURDES PLANALTO",0.0,43.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2298120","2020-09-22T03:00:00.000Z",271.0,67.0,30.0,12,3.0,1,True,True,"SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51",100.0,294.0,79.0,0.0,14.0
"Rio de Janeiro","RJ","Rio de Janeiro","5717256","2020-09-22T03:00:00.000Z",148.0,97.0,148.0,97,12.0,9,True,True,"SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33",55.0,233.0,0.0,145.0,201.0
"Rio de Janeiro","RJ","Rio de Janeiro","7041624","2020-09-22T03:00:00.000Z",58.0,6.0,0.0,0,0.0,0,True,True,"SMS HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO AP 51",9.0,88.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","7166494","2020-09-22T03:00:00.000Z",73.0,17.0,26.0,7,0.0,0,True,True,"SMS HOSPITAL MUNICIPAL EVANDRO FREIRE AP 31",42.0,73.0,30.0,23.0,20.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269724","2020-09-22T03:00:00.000Z",23.0,0.0,2.0,0,3.0,0,True,True,"SMS HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31",2.0,36.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269945","2020-09-22T03:00:00.000Z",66.0,9.0,0.0,0,0.0,0,True,True,"SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING",13.0,68.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2270390","2020-09-22T03:00:00.000Z",36.0,0.0,0.0,0,0.0,0,True,True,"SMS HOSPITAL MATERNIDADE HERCULANO PINHEIRO AP 33",8.0,46.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2270714","2020-09-22T03:00:00.000Z",96.0,18.0,0.0,0,0.0,0,True,True,"SMS RIO HOSPITAL MATERNIDADE FERNANDO MAGALHAES",26.0,100.0,8.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2273187","2020-09-22T03:00:00.000Z",19.0,0.0,0.0,0,0.0,0,True,True,"SMS HOSPITAL MUNICIPAL ALVARO RAMOS AP 40",0.0,47.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2273349","2020-09-22T03:00:00.000Z",19.0,0.0,0.0,0,0.0,0,True,True,"SMS RIO HOSPITAL RAPHAEL DE PAULA SOUZA",1.0,34.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2277301","2020-09-22T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"SMS CMS MANOEL ARTHUR VILLABOIM AP 10",1.0,8.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2280728","2020-09-22T03:00:00.000Z",33.0,0.0,0.0,0,0.0,0,True,True,"SMS RIO INSTITUTO MUNICIPAL NISE DA SILVEIRA AP 32",0.0,93.0,0.0,93.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2291266","2020-09-22T03:00:00.000Z",37.0,0.0,0.0,0,0.0,0,True,True,"SMS RIO HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELLES",7.0,63.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","0119016","2020-09-22T03:00:00.000Z",62.0,67.0,62.0,67,8.0,3,True,True,"SMS HOSPITAL MUNICIPAL DE CAMPANHA DO RIOCENTRO COVID 19",0.0,400.0,0.0,400.0,100.0
"Pernambuco","PE","Venturosa","2703084","2020-09-23T03:00:46.368Z",0.0,0.0,0.0,0,2.0,0,True,True,"UNIDADE MISTA JUSTA MARIA BEZERRA",0.0,24.0,0.0,7.0,0.0
"Pará","PA","Breves","6710158","2020-09-22T03:00:00.000Z",33.0,10.0,1.0,1,1.0,1,True,True,"HOSPITAL REGIONAL PUBLICO DO MARAJO",26.0,53.0,12.0,2.0,5.0
"Ceará","ce","Cascavel","107239","2020-07-07T10:09:37.833Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","GO","Goiânia","3175650","2020-09-23T15:31:49.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"UROCENTER",0.0,9.0,0.0,0.0,0.0
"Pernambuco","PE","Águas Belas","2702991","2020-09-23T03:00:47.249Z",4.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL DR JOAO SECUNDINO DE SOUZA",0.0,52.0,0.0,22.0,0.0
"Maranhão","MA","Sucupira do Riachão","7006462","2020-09-24T03:00:25.593Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MESTRE ALBERTO LEITE DE SOUSA",0.0,16.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Paracambi","2279355","2020-09-24T03:00:00.000Z",17.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DR ADALBERTO DA GRACA",1.0,54.0,0.0,10.0,0.0
"Goiás","go","Nova Veneza","2381877","2020-09-24T16:26:15.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","GO","Goiânia","2518155","2020-09-24T16:50:04.000Z",18.0,21.0,9.0,21,1.0,18,True,True,"HOSPITAL RENAISSANCE LTDA",0.0,35.0,25.0,0.0,0.0
"Tocantins","TO","Palmas","9202749","2020-09-23T03:00:00.000Z",7.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA THEREZA",0.0,100.0,0.0,0.0,0.0
"Pernambuco","pe","Recife","980016287588174","2020-09-25T03:00:58.392Z",7.0,33.0,0.0,0,1.0,1,True,True,"","","","","",""
"São Paulo","SP","Santos","2042894","2020-09-25T14:44:26.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"SECAO PRONTO SOCORRO CENTRAL SEPROS C",17.0,50.0,5.0,0.0,5.0
"Goiás","GO","Bom Jardim de Goiás","2535238","2020-09-25T07:18:46.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL SANTA CLARA BOM JARDIM DE GOIAS",0.0,23.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Itaquiraí","2536838","2020-09-25T09:43:21.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO FRANCISCO DE ITAQUIRAI",0.0,28.0,0.0,4.0,0.0
"Ceará","ce","Fortaleza","6985483","2020-05-12T12:57:41.560Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Agudos","2774720","2020-09-29T16:22:05.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE AGUDOS",2.0,57.0,0.0,0.0,0.0
"São Paulo","SP","Bauru","2790564","2020-09-29T12:21:28.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU",12.0,85.0,6.0,0.0,0.0
"Pará","PA","Belém","0103284","2020-09-29T03:00:00.000Z",74.0,68.0,74.0,68,12.0,2,True,True,"HOSPITAL DE CAMPANHA COVID 19 BELEM",0.0,272.0,0.0,322.0,98.0
"Amazonas","AM","Benjamin Constant","2016974","2020-09-30T03:00:37.616Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL GERAL DE BENJAMIN CONSTANT DOUTOR MELVINO DE JESUS",0.0,41.0,0.0,0.0,0.0
"Pernambuco","PE","Recife","2427427","2020-09-30T03:00:26.742Z",64.0,34.0,28.0,10,0.0,1,True,True,"HOSPITAL BARAO DE LUCENA",70.0,268.0,28.0,0.0,10.0
"São Paulo","SP","Osasco","0008087","2020-09-30T16:12:30.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"PRONTO SOCORRO CONRADO CESARINO NUVOLINI",1.0,26.0,0.0,0.0,0.0
"Minas Gerais","MG","Alpinópolis","2761114","2020-09-30T03:00:18.560Z",14.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL CONEGO UBIRAJARA CABRAL",3.0,35.0,0.0,0.0,0.0
"Alagoas","AL","Arapiraca","0193283","2020-09-30T03:00:00.000Z",25.0,0.0,8.0,0,3.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 DR JOSE FERNANDES DE LIMA",0.0,20.0,0.0,35.0,0.0
"Tocantins","TO","Palmas","5144175","2020-10-01T03:00:08.408Z",32.0,2.0,0.0,7,0.0,0,True,True,"HOSPITAL UNIMED PALMAS",0.0,71.0,10.0,0.0,0.0
"Rio Grande do Norte","RN","São Gonçalo do Amarante","4014235","2020-10-01T23:58:00.000Z",0.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL MATERNIDADE BELARMINA MONTE",1.0,64.0,0.0,0.0,10.0
"Minas Gerais","MG","Monte Carmelo","2206501","2020-10-01T03:00:27.499Z",9.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SANTA TEREZINHA",2.0,55.0,0.0,0.0,0.0
"Amazonas","AM","Nhamundá","2016540","2020-09-30T04:00:00.000Z",5.0,0.0,0.0,0,3.0,0,True,True,"UNIDADE HOSPITALAR DE NHAMUNDA",0.0,27.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","7516800","2020-10-02T03:00:00.000Z",19.0,0.0,1.0,0,0.0,0,True,True,"SES RJ HOSPITAL ESTADUAL EDUARDO RABELLO",6.0,128.0,0.0,0.0,0.0
"Paraná","pr","Santo Antônio do Sudoeste","2584057","2020-10-02T03:00:23.617Z",10.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Rio Grande do Norte","RN","Natal","2656930","2020-10-03T23:58:00.000Z",0.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL RIO GRANDE",0.0,85.0,5.0,10.0,5.0
"Ceará","ce","Fortaleza","7006810","2020-05-12T12:54:35.007Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","PE","Triunfo","2702843","2020-10-05T03:00:22.958Z",2.0,0.0,0.0,0,0.0,0,True,True,"MATERNIDADE UNIDADE MISTA FELINTO WANDERLEY",0.0,18.0,0.0,5.0,0.0
"Pernambuco","PE","Olinda","2344858","2020-09-30T03:00:00.000Z",60.0,40.0,10.0,12,0.0,1,True,True,"MATERNIDADE BRITES DE ALBUQUERQUE",0.0,21.0,0.0,20.0,40.0
"Ceará","ce","Maracanaú","9411798","2020-06-23T09:13:13.290Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Maranhão","MA","Pinheiro","2310511","2020-10-05T03:00:00.000Z",46.0,0.0,10.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DR ANTENOR ABREU",3.0,100.0,0.0,31.0,5.0
"Minas Gerais","MG","Sabinópolis","2135914","2020-10-05T03:00:47.428Z",3.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO SEBASTIAO DE SABINOPOLIS",0.0,43.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Barra do Piraí","2287927","2020-10-06T03:00:39.204Z",1.0,0.0,1.0,0,3.0,0,True,True,"HOSPITAL E MATERNIDADE MARIA DE NAZARE",2.0,66.0,0.0,0.0,0.0
"Maranhão","ma","Bacabal","160289119690000","2020-09-28T03:00:00.000Z",24.0,4.0,11.0,4,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Embu das Artes","0089621","2020-07-09T10:30:32.000Z",0.0,0.0,13.0,0,2.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 EMBU DAS ARTES",30.0,40.0,0.0,40.0,0.0
"Rio de Janeiro","RJ","Itaocara","3470350","2020-10-06T03:00:00.000Z",12.0,4.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE ITAOCARA",5.0,44.0,0.0,16.0,7.0
"Bahia","BA","Salvador","0003840","2020-10-05T03:00:00.000Z",69.0,0.0,0.0,0,0.0,0,True,True,"MATERNIDADE ALBERT SABIN",5.0,61.0,0.0,0.0,0.0
"Espírito Santo","ES","São Mateus","2484072","2020-10-05T03:00:00.000Z",21.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MATERNIDADE SAO MATEUS",2.0,36.0,0.0,0.0,0.0
"Rio de Janeiro","rj","Magé","2278391","2020-10-04T03:00:00.000Z",5.0,0.0,2.0,0,2.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Malacacheta","708604565846289","2020-10-07T03:00:40.568Z",13.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Goiás","GO","Alexânia","2762544","2020-10-07T14:49:05.000Z",5.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE ALEXANIA",2.0,34.0,0.0,0.0,0.0
"São Paulo","SP","Osasco","3828107","2020-10-07T10:46:46.000Z",0.0,0.0,7.0,0,2.0,0,True,True,"PRONTO SOCORRO DR OSMAR MESQUITA",2.0,14.0,0.0,0.0,0.0
"Maranhão","MA","Açailândia","0150320","2020-10-08T03:00:21.190Z",0.0,2.0,0.0,2,2.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 DE ACAILANDIA",0.0,53.0,0.0,53.0,7.0
"Bahia","BA","Ilhéus","0131709","2020-10-07T03:00:00.000Z",3.0,1.0,0.0,1,8.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,20.0,4.0,0.0,0.0
"Ceará","CE","Fortaleza","7993218","2020-04-29T13:43:28.217Z",0.0,0.0,0.0,0,0.0,0,True,True,"UPA UNIDADE DE PRONTO ATENDIMENTO BOM JARDIM",6.0,45.0,0.0,0.0,0.0
"Pernambuco","PE","Panelas","2703394","2020-10-09T03:00:16.446Z",2.0,0.0,2.0,1,2.0,0,True,True,"UNIDADE MISTA NOSSA SENHORA DE FATIMA",1.0,26.0,0.0,5.0,0.0
"Distrito Federal","DF","Brasília","3276678","2020-10-09T03:00:26.443Z",9.0,12.0,0.0,0,0.0,0,True,True,"INSTITUTO DE CARDIOLOGIA DO DISTRITO FEDERAL",49.0,77.0,28.0,0.0,0.0
"Paraná","PR","Arapongas","2576341","2020-10-07T03:00:00.000Z",106.0,7.0,42.0,7,1.0,0,True,True,"HONPAR HOSPITAL NORTE PARANAENSE",49.0,308.0,63.0,40.0,20.0
"Pernambuco","PE","Recife","3983730","2020-10-09T03:00:37.126Z",149.0,26.0,4.0,0,0.0,0,True,True,"PROCAPE",42.0,212.0,40.0,0.0,8.0
"Rio de Janeiro","RJ","Nova Friburgo","2272695","2020-10-08T03:00:00.000Z",19.0,5.0,1.0,2,1.0,0,True,True,"HOSPITAL SAO LUCAS",0.0,101.0,6.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2273462","2020-10-08T03:00:00.000Z",19.0,0.0,4.0,0,1.0,0,True,True,"MS INCA HOSPITAL DO CANCER III",1.0,108.0,0.0,0.0,0.0
"Distrito Federal","DF","Brasília","0010456","2020-10-08T03:00:00.000Z",500.0,69.0,1.0,40,1.0,3,True,True,"HOSPITAL DE BASE DO DISTRITO FEDERAL",140.0,631.0,57.0,0.0,66.0
"Pernambuco","PE","Brejão","2352524","2020-10-09T03:00:43.976Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL ALICE FIGUEIRA",0.0,16.0,0.0,4.0,0.0
"Rio de Janeiro","RJ","Bom Jesus do Itabapoana","2696940","2020-10-09T03:00:54.109Z",22.0,5.0,11.0,21,1.0,1,True,True,"HOSPITAL SAO VICENTE DE PAULO",6.0,144.0,5.0,40.0,22.0
"Bahia","BA","Conceição do Almeida","2389592","2020-10-08T03:00:00.000Z",0.0,0.0,1.0,0,0.0,1,True,True,"HOSPITAL MUNICIPAL DE CONCEICAO DO ALMEIDA",1.0,32.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269783","2020-10-09T03:00:51.029Z",260.0,43.0,11.0,17,0.0,0,True,True,"UERJ HOSPITAL UNIV PEDRO ERNESTO",93.0,352.0,38.0,77.0,59.0
"Ceará","CE","Novo Oriente","2415658","2020-04-29T15:44:52.553Z",0.0,0.0,0.0,0,0.0,15,True,True,"HOSP MATERN DR JOSE MARIA LEITAO",0.0,21.0,0.0,6.0,0.0
"Goiás","GO","Fazenda Nova","2438178","2020-10-09T08:39:57.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE FAZENDA NOVA",0.0,16.0,0.0,0.0,0.0
"Ceará","ce","Fortaleza","7274440","2020-05-12T12:50:52.863Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","CE","Fortaleza","9297502","2020-05-12T16:00:24.780Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE EUGENIA PINHEIRO",0.0,44.0,0.0,0.0,0.0
"Rio de Janeiro","rj","São Gonçalo","7992122","2020-10-09T03:00:00.000Z",2.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Maranhão","MA","Timon","2452782","2020-10-11T03:00:40.210Z",32.0,7.0,3.0,7,0.0,1,True,True,"HOSPITAL REGIONAL ALARICO NUNES PACHECO",1.0,72.0,0.0,16.0,10.0
"Minas Gerais","MG","Jacinto","2120402","2020-10-11T03:00:37.138Z",5.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL BOM PASTOR",1.0,34.0,0.0,0.0,0.0
